Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Corridor_ID,Asset_ID,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Latitude,Longitude,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Voltage_V,Current_A,Power_Load_MW,Wind_Speed_kmh,Weather_Condition,Component_Health,Traffic_Trains_Per_Day,Goods_Trains_Forecast,Route_Criticality,Overlapping_Engineering_Request,Overlapping_SNT_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Min,Joint_Block_Recommendation,Failure_Probability_72h,Remaining_Useful_Life_Hours,Priority_Score,Priority_Class,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
TDMS00855,EH-LWSMK,EH,LWSMK,57.43,Western Railway,Vadodara,CORR_008,TRD_INSULATION_FAULT_F0855,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,Medium,Visual_Patrol,22.230149,72.454485,22-08-2026,06-09-2026,07-09-2026,10-09-2026,4.94,4.37,0,8.3,19-04-2026,90,1,2171.0,241.6,47.8,10.3,Rainy,Normal,75,20,MEDIUM,True,False,65.9,Programmed,Monthly,262,Yes,0.219,715.2,25.0,C,4.94,43.0,0.727
TDMS00856,BIBWB-PGLH,BIBWB,PGLH,9.78,Northern Railway,Lucknow,CORR_006,TRD_TRANSFORMER_FAILURE_F0856,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Manual_Inspection,27.756346,81.97221,05-11-2025,04-09-2026,05-09-2026,07-09-2026,4.89,4.82,40,21.9,03-01-2026,90,2,2240.8,229.5,48.9,28.3,Thunderstorm,Overheated,65,19,LOW,False,False,35.1,This_Month,Monthly,289,No,0.484,474.2,57.3,B,4.89,71.6,0.734
TDMS00857,QK-YFSG,QK,YFSG,51.44,Western Railway,Ratlam,CORR_004,TRD_OIL_LEAKAGE_F0857,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,Medium,Visual_Patrol,24.17682,75.055636,22-05-2026,03-09-2026,04-09-2026,07-09-2026,3.23,2.85,60,14.9,24-05-2026,90,0,1900.2,233.8,48.3,23.8,Snowy,Normal,61,28,MEDIUM,False,False,27.2,This_Month,Monthly,171,No,0.209,675.4,47.2,C,3.23,61.9,0.622
TDMS00858,DI-UQ,DI,UQ,13.71,Northern Railway,Ferozpur,CORR_010,TRD_VOLTAGE_FLUCTUATION_F0858,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Thermal_Drone,31.959731,70.081947,03-06-2026,11-09-2026,12-09-2026,13-09-2026,5.48,5.22,20,15.5,05-01-2026,180,3,1918.0,240.2,51.2,24.7,Clear,Faulty,42,27,MEDIUM,True,False,79.5,Immediate,Weekly,313,Yes,0.782,187.3,79.6,A,5.48,94.1,0.879
TDMS00859,QI-OU,QI,OU,1.52,Northern Railway,Delhi,CORR_002,TRD_CONTACT_WIRE_WEAR_F0859,OHE_CONTACT_LINE,Contact Wire Wear,Critical,Sensor_Alert,29.488709,76.896585,09-07-2026,06-09-2026,07-09-2026,08-09-2026,5.27,4.7,20,3.7,29-07-2025,365,1,1963.9,194.0,54.7,10.4,Thunderstorm,Faulty,21,16,HIGH,False,False,40.9,Immediate,Weekly,282,No,0.668,288.5,84.7,A,5.27,89.8,0.642
TDMS00860,KJMMI-PHZUU,KJMMI,PHZUU,30.67,Southern Railway,Palakkad,CORR_001,TRD_INSULATION_FAULT_F0860,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,Critical,Sensor_Alert,9.960527,72.13093,16-07-2026,05-09-2026,05-09-2026,06-09-2026,4.46,5.13,20,15.7,15-08-2025,180,0,1928.6,185.5,52.0,23.7,Clear,Faulty,44,11,HIGH,False,False,39.3,Immediate,Weekly,308,No,0.616,328.9,73.0,B,4.46,93.4,0.754
TDMS00861,FIVH-CN,FIVH,CN,2.38,South Central Railway,Vijayawada,CORR_001,TRD_OVERHEATING_F0861,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Manual_Inspection,15.97077,85.863954,20-10-2025,13-09-2026,14-09-2026,15-09-2026,4.22,4.17,20,15.8,13-10-2025,90,3,1917.2,228.4,50.8,11.5,Clear,Faulty,67,23,HIGH,False,False,46.9,Immediate,Weekly,250,No,0.81,120.2,78.8,A,4.22,93.4,0.793
TDMS00862,CKW-XGE,CKW,XGE,78.05,South Central Railway,Vijayawada,CORR_001,TRD_TRANSFORMER_FAILURE_F0862,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Sensor_Alert,14.760298,86.333424,24-11-2025,13-09-2026,13-09-2026,14-09-2026,4.55,5.1,20,25.1,09-06-2026,90,1,2245.3,227.2,45.2,21.9,Thunderstorm,Faulty,26,6,LOW,True,False,68.2,Immediate,Weekly,306,Yes,0.579,232.2,65.5,B,4.55,87.6,0.718
TDMS00863,RTLD-LFOUS,RTLD,LFOUS,94.31,South Eastern Railway,Kharagpur,CORR_010,TRD_CIRCUIT_BREAKER_TRIP_F0863,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,High,Manual_Inspection,22.770363,87.462486,15-05-2026,06-09-2026,07-09-2026,09-09-2026,4.64,4.33,40,26.6,07-03-2026,180,7,1879.5,189.9,53.9,10.1,Clear,Overheated,71,21,HIGH,False,False,27.4,This_Week,Weekly,260,No,0.496,414.4,69.5,B,4.64,77.3,0.767
TDMS00864,SXJ-YROQB,SXJ,YROQB,9.67,Central Railway,Solapur,CORR_003,TRD_CIRCUIT_BREAKER_TRIP_F0864,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,Medium,Manual_Inspection,17.605179,76.679811,28-01-2026,05-09-2026,05-09-2026,08-09-2026,3.62,3.78,60,28.8,17-04-2026,90,6,2067.2,211.7,54.0,29.1,Snowy,Normal,54,17,HIGH,False,True,56.0,This_Week,Weekly,227,Yes,0.278,571.6,62.0,B,3.62,57.8,0.737
TDMS00865,JX-NH,JX,NH,5.63,Central Railway,Pune,CORR_005,TRD_VOLTAGE_FLUCTUATION_F0865,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Manual_Inspection,14.130864,71.468235,01-01-2026,14-09-2026,15-09-2026,16-09-2026,6.41,5.87,20,24.3,22-08-2025,365,1,1862.1,245.4,47.7,18.4,Thunderstorm,Faulty,39,27,LOW,False,False,47.9,Immediate,Weekly,352,No,0.718,159.5,69.8,B,6.41,94.0,0.507
TDMS00866,ETRLG-OP,ETRLG,OP,15.09,Northern Railway,Ferozpur,CORR_007,TRD_VOLTAGE_FLUCTUATION_F0866,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,High,Sensor_Alert,27.403816,72.600521,04-09-2025,07-09-2026,08-09-2026,10-09-2026,4.08,4.02,40,8.9,05-04-2026,180,5,2116.3,241.5,51.3,19.8,Rainy,Overheated,69,15,MEDIUM,False,False,33.2,This_Week,Weekly,241,No,0.51,409.5,61.4,B,4.08,68.7,0.827
TDMS00867,XSLUP-AUU,XSLUP,AUU,72.14,Eastern Railway,Malda,CORR_004,TRD_LINE_BREAKAGE_F0867,OHE_CONTACT_LINE,Line Breakage,Medium,Thermal_Drone,29.742034,87.068186,23-10-2025,14-09-2026,14-09-2026,17-09-2026,3.58,3.7,60,10.5,07-06-2026,365,2,1869.8,226.6,46.6,23.3,Snowy,Normal,31,8,HIGH,False,True,43.5,This_Month,Monthly,222,No,0.286,598.9,51.4,B,3.58,64.1,0.659
TDMS00868,WH-RTI,WH,RTI,6.4,Northern Railway,Moradabad,CORR_008,TRD_SAGGING_F0868,OHE_CONTACT_LINE,Sagging,High,Sensor_Alert,33.84919,84.257461,29-05-2026,03-09-2026,03-09-2026,05-09-2026,3.88,3.97,40,7.5,21-08-2025,180,1,2093.5,218.8,53.0,23.3,Rainy,Overheated,70,16,MEDIUM,True,False,61.6,This_Week,Weekly,238,Yes,0.458,403.4,64.2,B,3.88,65.4,0.715
TDMS00869,SROLU-FJOCP,SROLU,FJOCP,91.89,Northern Railway,Lucknow,CORR_006,TRD_TRANSFORMER_FAILURE_F0869,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Sensor_Alert,30.015435,83.40371,10-07-2025,11-09-2026,12-09-2026,14-09-2026,5.43,4.77,40,14.7,25-08-2025,180,2,2232.8,197.7,45.8,10.6,Snowy,Overheated,30,12,LOW,False,True,54.7,This_Month,Monthly,286,No,0.345,485.6,55.5,B,5.43,73.1,0.879
TDMS00870,IJD-TU,IJD,TU,95.4,Western Railway,Ratlam,CORR_009,TRD_TRANSFORMER_FAILURE_F0870,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Manual_Inspection,22.544805,76.426755,30-06-2025,15-09-2026,15-09-2026,17-09-2026,4.37,4.87,40,16.8,15-05-2026,180,1,2233.8,202.6,54.4,27.5,Windstorm,Overheated,59,12,LOW,False,False,36.1,This_Month,Monthly,292,No,0.444,404.8,53.0,B,4.37,76.5,0.603
TDMS00871,JBPUU-RLLZ,JBPUU,RLLZ,102.58,Northern Railway,Lucknow,CORR_009,TRD_VOLTAGE_FLUCTUATION_F0871,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Visual_Patrol,24.63999,82.612765,27-12-2025,08-09-2026,09-09-2026,10-09-2026,5.34,4.97,20,4.3,31-12-2025,180,1,2115.4,221.0,45.8,17.3,Thunderstorm,Faulty,28,24,LOW,False,False,40.6,Immediate,Weekly,298,No,0.689,225.8,72.5,B,5.34,96.0,0.61
TDMS00872,DS-QIKB,DS,QIKB,68.11,Southern Railway,Chennai,CORR_010,TRD_VOLTAGE_FLUCTUATION_F0872,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,High,Manual_Inspection,14.357116,82.427837,22-08-2025,04-09-2026,05-09-2026,07-09-2026,4.25,4.02,40,7.2,22-04-2026,365,0,2243.9,180.4,53.7,14.0,Snowy,Overheated,59,11,MEDIUM,False,False,28.7,This_Week,Weekly,241,No,0.436,398.2,66.1,B,4.25,68.3,0.541
TDMS00873,JUHMP-QY,JUHMP,QY,101.51,Central Railway,Pune,CORR_009,TRD_LINE_BREAKAGE_F0873,OHE_CONTACT_LINE,Line Breakage,High,Thermal_Drone,15.470323,72.480149,28-12-2025,12-09-2026,13-09-2026,15-09-2026,4.15,3.78,40,26.6,28-04-2026,90,3,1982.3,248.6,45.4,22.7,Rainy,Overheated,36,10,MEDIUM,False,False,35.8,This_Week,Weekly,227,No,0.441,484.2,66.9,B,4.15,75.1,0.85
TDMS00874,ELGM-JN,ELGM,JN,109.99,Northern Railway,Ferozpur,CORR_006,TRD_CONTACT_WIRE_WEAR_F0874,OHE_CONTACT_LINE,Contact Wire Wear,High,Sensor_Alert,32.721655,74.691963,21-10-2025,05-09-2026,05-09-2026,07-09-2026,4.55,4.7,40,12.1,25-02-2026,365,3,1874.2,226.4,49.1,15.0,Thunderstorm,Overheated,33,23,MEDIUM,False,False,35.6,This_Week,Weekly,282,No,0.451,418.3,62.2,B,4.55,78.9,0.747
TDMS00875,ZSED-QTY,ZSED,QTY,55.62,Eastern Railway,Malda,CORR_002,TRD_SAGGING_F0875,OHE_CONTACT_LINE,Sagging,High,Manual_Inspection,32.104108,88.751081,23-04-2026,11-09-2026,11-09-2026,13-09-2026,3.71,4.32,40,15.0,30-12-2025,365,2,1964.1,231.1,50.6,18.6,Clear,Overheated,35,19,HIGH,False,False,44.2,This_Week,Weekly,259,No,0.584,268.5,68.6,B,3.71,70.0,0.6
TDMS00876,AAIYP-STY,AAIYP,STY,88.27,Western Railway,Ahmedabad,CORR_004,TRD_VOLTAGE_FLUCTUATION_F0876,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Sensor_Alert,24.822527,71.305882,26-04-2026,06-09-2026,06-09-2026,07-09-2026,4.39,4.87,20,11.3,05-10-2025,180,1,1955.5,230.1,49.3,25.9,Thunderstorm,Faulty,44,18,HIGH,True,False,64.4,Immediate,Weekly,292,Yes,0.717,296.8,82.3,A,4.39,93.4,0.743
TDMS00877,DI-OX,DI,OX,72.87,Eastern Railway,Malda,CORR_001,TRD_SAGGING_F0877,OHE_CONTACT_LINE,Sagging,Critical,Manual_Inspection,32.797875,87.391207,11-10-2025,12-09-2026,13-09-2026,14-09-2026,4.94,4.52,20,5.2,01-02-2026,365,0,2201.4,209.9,53.9,19.0,Snowy,Faulty,60,6,HIGH,False,False,44.6,Immediate,Weekly,271,No,0.707,256.0,82.4,A,4.94,100.0,0.572
TDMS00878,BIBWB-PGLH,BIBWB,PGLH,70.92,Southern Railway,Salem,CORR_012,TRD_TRANSFORMER_FAILURE_F0878,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Thermal_Drone,12.511662,77.216349,14-05-2026,04-09-2026,05-09-2026,07-09-2026,4.14,3.97,40,22.5,29-03-2026,90,2,2019.2,224.9,47.6,23.3,Rainy,Overheated,20,17,HIGH,True,False,66.7,This_Week,Weekly,238,Yes,0.474,477.3,71.2,B,4.14,77.9,0.856
TDMS00879,LSLK-JLFDQ,LSLK,JLFDQ,60.07,Northern Railway,Ferozpur,CORR_010,TRD_INSULATION_FAULT_F0879,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,Critical,Manual_Inspection,30.189737,71.20516,18-09-2025,16-09-2026,17-09-2026,18-09-2026,5.37,5.13,20,21.6,05-10-2025,180,1,2128.9,200.7,51.6,11.5,Clear,Faulty,35,30,HIGH,False,False,47.6,Immediate,Weekly,308,No,0.722,202.9,81.9,A,5.37,90.7,0.655
TDMS00880,ZTJV-HLG,ZTJV,HLG,111.61,Eastern Railway,Malda,CORR_011,TRD_OVERHEATING_F0880,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Thermal_Drone,25.938174,87.613187,06-07-2025,15-09-2026,16-09-2026,19-09-2026,3.67,3.42,60,20.2,30-11-2025,365,1,1841.3,182.6,52.0,29.8,Clear,Normal,71,14,MEDIUM,False,False,17.7,This_Month,Monthly,205,No,0.211,636.0,47.3,C,3.67,62.4,0.696
TDMS00881,ZXAI-BGH,ZXAI,BGH,16.7,Central Railway,Nagpur,CORR_004,TRD_OVERHEATING_F0881,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Sensor_Alert,19.269529,80.636506,26-06-2026,08-09-2026,08-09-2026,09-09-2026,3.36,3.9,20,12.7,13-10-2025,365,2,1835.5,241.5,47.1,18.3,Rainy,Faulty,78,11,MEDIUM,False,False,32.4,Immediate,Weekly,234,No,0.752,179.1,72.6,B,3.36,84.9,0.727
TDMS00882,DH-YU,DH,YU,88.45,Northern Railway,Moradabad,CORR_001,TRD_VOLTAGE_FLUCTUATION_F0882,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,High,Thermal_Drone,26.586139,78.646767,14-02-2026,11-09-2026,11-09-2026,13-09-2026,3.73,3.78,40,26.4,16-09-2025,365,4,2203.9,193.1,53.8,11.2,Windstorm,Overheated,40,27,LOW,False,False,40.9,This_Month,Monthly,227,No,0.482,409.7,57.3,B,3.73,77.7,0.729
TDMS00883,PYYDX-BVQN,PYYDX,BVQN,97.85,South Eastern Railway,Kharagpur,CORR_004,TRD_TRANSFORMER_FAILURE_F0883,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Sensor_Alert,18.99743,87.961172,31-07-2025,16-09-2026,16-09-2026,19-09-2026,3.08,3.17,60,1.2,20-06-2026,180,0,1927.5,186.4,54.0,15.4,Thunderstorm,Normal,57,18,MEDIUM,False,False,31.8,This_Month,Monthly,190,No,0.123,636.4,45.2,C,3.08,59.7,0.804
TDMS00884,FKEW-AAO,FKEW,AAO,82.71,Northern Railway,Lucknow,CORR_009,TRD_OVERHEATING_F0884,TRACTION_POWER_EQUIPMENT,Overheating,High,Manual_Inspection,28.584016,81.854762,11-09-2025,03-09-2026,03-09-2026,05-09-2026,3.39,3.63,40,18.8,04-07-2026,180,3,1834.6,232.6,51.4,20.7,Rainy,Overheated,42,30,HIGH,False,False,56.7,Immediate,Weekly,218,No,0.475,446.7,78.4,A,3.39,74.1,0.676
TDMS00885,KBMP-MIGLC,KBMP,MIGLC,24.8,Southern Railway,Chennai,CORR_012,TRD_TRANSFORMER_FAILURE_F0885,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Manual_Inspection,13.460742,82.834931,03-08-2026,05-09-2026,05-09-2026,06-09-2026,3.88,4.45,20,8.8,14-12-2025,90,1,2012.7,230.3,47.1,16.3,Thunderstorm,Faulty,73,27,HIGH,False,False,52.0,Immediate,Weekly,267,No,0.699,209.0,84.1,A,3.88,83.8,0.621
TDMS00886,VMO-SPJA,VMO,SPJA,24.03,Western Railway,Rajkot,CORR_012,TRD_LINE_BREAKAGE_F0886,OHE_CONTACT_LINE,Line Breakage,High,Sensor_Alert,24.243057,70.438316,20-01-2026,08-09-2026,08-09-2026,10-09-2026,3.78,4.1,40,13.8,11-12-2025,365,1,1947.9,224.8,47.9,11.0,Clear,Overheated,79,28,MEDIUM,True,True,79.7,This_Week,Weekly,246,Yes,0.397,478.2,62.3,B,3.78,75.4,0.604
TDMS00887,SQ-PPGY,SQ,PPGY,10.31,Southern Railway,Chennai,CORR_009,TRD_TRANSFORMER_FAILURE_F0887,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Sensor_Alert,8.231236,88.621425,04-07-2025,14-09-2026,15-09-2026,16-09-2026,5.87,5.5,20,30.0,26-08-2025,180,2,2108.5,207.7,52.9,12.9,Clear,Faulty,20,22,HIGH,False,False,46.3,Immediate,Weekly,330,No,0.704,284.9,82.7,A,5.87,96.0,0.866
TDMS00888,ADQEY-XZVU,ADQEY,XZVU,115.06,Eastern Railway,Malda,CORR_004,TRD_OVERHEATING_F0888,TRACTION_POWER_EQUIPMENT,Overheating,High,Manual_Inspection,24.841624,88.862566,25-05-2026,09-09-2026,09-09-2026,11-09-2026,3.57,3.72,40,26.8,12-05-2026,180,3,2092.7,205.4,49.8,16.1,Thunderstorm,Overheated,43,22,HIGH,False,True,54.7,This_Week,Weekly,223,No,0.536,446.7,66.9,B,3.57,77.5,0.747
TDMS00889,QK-TQOQN,QK,TQOQN,95.95,Southern Railway,Palakkad,CORR_004,TRD_LINE_BREAKAGE_F0889,OHE_CONTACT_LINE,Line Breakage,High,Sensor_Alert,11.551685,70.199192,25-12-2025,12-09-2026,13-09-2026,15-09-2026,4.34,3.9,40,19.2,29-05-2026,365,1,1861.0,225.4,52.6,25.5,Windstorm,Overheated,75,25,LOW,True,True,75.1,This_Month,Monthly,234,Yes,0.419,447.2,54.8,B,4.34,71.3,0.586
TDMS00890,TJA-YN,TJA,YN,91.21,Northern Railway,Moradabad,CORR_001,TRD_CIRCUIT_BREAKER_TRIP_F0890,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,Critical,Thermal_Drone,32.618066,81.201804,25-05-2026,09-09-2026,09-09-2026,10-09-2026,3.97,4.52,20,8.5,21-05-2026,365,1,2177.0,218.1,52.5,25.1,Rainy,Faulty,24,6,HIGH,False,False,43.4,Immediate,Weekly,271,No,0.694,281.2,75.8,A,3.97,89.4,0.644
TDMS00891,KAIGT-AZK,KAIGT,AZK,47.63,South Central Railway,Secunderabad,CORR_006,TRD_TRANSFORMER_FAILURE_F0891,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Manual_Inspection,17.223045,78.928152,11-02-2026,03-09-2026,04-09-2026,06-09-2026,4.97,4.82,40,17.2,02-06-2026,90,2,2261.0,235.4,46.6,14.7,Windstorm,Overheated,64,18,MEDIUM,False,False,28.5,This_Week,Weekly,289,No,0.466,441.1,68.2,B,4.97,83.4,0.728
TDMS00892,LGOV-LTIG,LGOV,LTIG,21.6,South Eastern Railway,Chakradharpur,CORR_006,TRD_OVERHEATING_F0892,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Manual_Inspection,21.929792,86.020233,21-03-2026,09-09-2026,10-09-2026,13-09-2026,4.46,4.12,60,19.2,08-08-2026,180,1,2010.4,213.1,53.4,22.0,Thunderstorm,Normal,45,25,HIGH,False,False,35.6,This_Month,Monthly,247,No,0.216,666.1,57.6,B,4.46,65.1,0.668
TDMS00893,JNRV-YCZE,JNRV,YCZE,100.24,Northern Railway,Ferozpur,CORR_003,TRD_INSULATION_FAULT_F0893,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,Critical,Thermal_Drone,30.351305,73.110276,08-03-2026,03-09-2026,03-09-2026,04-09-2026,4.73,4.97,20,29.2,03-12-2025,365,6,2108.0,228.9,54.3,27.9,Thunderstorm,Faulty,54,11,HIGH,True,False,74.0,Immediate,Weekly,298,Yes,0.75,216.5,88.8,A,4.73,90.0,0.772
TDMS00894,BUCWI-HNPLO,BUCWI,HNPLO,83.95,Southern Railway,Palakkad,CORR_002,TRD_TRANSFORMER_FAILURE_F0894,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Thermal_Drone,8.582089,73.104511,21-09-2025,04-09-2026,04-09-2026,07-09-2026,4.19,4.23,60,23.6,29-07-2025,180,2,1969.5,191.2,50.7,11.1,Rainy,Normal,78,29,MEDIUM,False,False,29.0,This_Month,Monthly,254,No,0.235,652.1,49.5,C,4.19,57.1,0.881
TDMS00895,XB-PCL,XB,PCL,83.29,Southern Railway,Palakkad,CORR_012,TRD_VOLTAGE_FLUCTUATION_F0895,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Medium,Sensor_Alert,12.706292,71.923966,21-07-2025,04-09-2026,04-09-2026,07-09-2026,3.03,3.13,60,9.3,29-08-2025,180,3,1936.7,200.0,51.9,16.2,Snowy,Normal,32,8,HIGH,False,True,51.5,This_Month,Monthly,188,No,0.205,543.3,58.6,B,3.03,56.5,0.822
TDMS00896,YF-EE,YF,EE,58.19,Western Railway,Ratlam,CORR_010,TRD_OIL_LEAKAGE_F0896,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,High,Manual_Inspection,23.321871,77.19679,28-03-2026,05-09-2026,05-09-2026,07-09-2026,3.88,4.18,40,20.7,10-08-2025,180,3,1913.9,245.4,53.4,26.0,Clear,Overheated,49,7,MEDIUM,True,False,57.4,This_Week,Weekly,251,Yes,0.444,418.5,62.2,B,3.88,72.2,0.749
TDMS00897,TNAS-TR,TNAS,TR,10.75,Southern Railway,Tiruchirapalli,CORR_005,TRD_TRANSFORMER_FAILURE_F0897,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Visual_Patrol,8.382314,82.159971,22-01-2026,11-09-2026,12-09-2026,15-09-2026,4.74,4.37,60,25.9,01-11-2025,90,3,1959.4,239.1,53.5,12.8,Thunderstorm,Normal,34,17,HIGH,False,False,38.5,This_Month,Monthly,262,No,0.318,515.3,58.1,B,4.74,61.7,0.763
TDMS00898,BEM-SLZ,BEM,SLZ,29.52,Southern Railway,Tiruchirapalli,CORR_001,TRD_VOLTAGE_FLUCTUATION_F0898,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Medium,Thermal_Drone,8.212597,83.940106,28-10-2025,11-09-2026,11-09-2026,14-09-2026,3.61,4.03,60,14.8,18-10-2025,180,2,2269.3,210.1,50.5,16.4,Thunderstorm,Normal,53,22,HIGH,False,False,28.6,This_Week,Weekly,242,No,0.371,498.9,60.1,B,3.61,62.2,0.77
TDMS00899,USWGV-JZHU,USWGV,JZHU,9.88,Central Railway,Bhusawal,CORR_004,TRD_INSULATION_FAULT_F0899,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,Medium,Manual_Inspection,20.896059,74.42932,28-07-2025,04-09-2026,04-09-2026,07-09-2026,3.26,3.52,60,10.1,20-09-2025,180,4,2063.5,231.2,45.7,29.2,Thunderstorm,Normal,36,29,MEDIUM,False,True,46.6,This_Month,Monthly,211,No,0.17,650.6,51.5,B,3.26,58.2,0.77
TDMS00900,GXN-CV,GXN,CV,86.02,Central Railway,Pune,CORR_012,TRD_LINE_BREAKAGE_F0900,OHE_CONTACT_LINE,Line Breakage,Critical,Sensor_Alert,15.686123,72.558122,05-07-2025,09-09-2026,10-09-2026,11-09-2026,5.31,5.28,20,3.4,07-06-2026,90,2,1990.0,249.3,45.1,28.1,Rainy,Faulty,79,12,HIGH,True,False,66.5,Immediate,Weekly,317,Yes,0.7,231.0,79.9,A,5.31,88.2,0.772
TDMS00901,OZ-KGI,OZ,KGI,113.36,Western Railway,Ratlam,CORR_005,TRD_OVERHEATING_F0901,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Sensor_Alert,24.763683,74.049594,07-04-2026,14-09-2026,15-09-2026,18-09-2026,3.63,3.5,60,6.2,30-06-2026,90,0,2293.4,240.6,53.4,10.4,Thunderstorm,Normal,48,26,MEDIUM,True,False,65.1,This_Month,Monthly,210,Yes,0.205,630.3,52.0,B,3.63,58.6,0.75
TDMS00902,KOM-KEGT,KOM,KEGT,111.45,Northern Railway,Delhi,CORR_012,TRD_CONTACT_WIRE_WEAR_F0902,OHE_CONTACT_LINE,Contact Wire Wear,Medium,Visual_Patrol,26.586684,76.250581,07-10-2025,14-09-2026,15-09-2026,18-09-2026,3.64,3.32,60,2.1,09-10-2025,365,0,2279.3,200.3,49.0,14.3,Windstorm,Normal,69,8,HIGH,False,False,36.3,This_Month,Monthly,199,No,0.217,632.5,51.8,B,3.64,59.3,0.553
TDMS00903,WB-NHTS,WB,NHTS,73.99,Central Railway,Nagpur,CORR_007,TRD_TRANSFORMER_FAILURE_F0903,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Sensor_Alert,21.054346,78.540503,26-01-2026,15-09-2026,16-09-2026,18-09-2026,4.91,4.8,40,27.4,08-11-2025,90,3,2036.2,186.1,53.6,22.9,Windstorm,Overheated,21,30,HIGH,False,True,58.4,This_Week,Weekly,288,Yes,0.518,381.0,69.9,B,4.91,78.2,0.885
TDMS00904,MSHCO-EDX,MSHCO,EDX,26.46,South Central Railway,Secunderabad,CORR_003,TRD_TRANSFORMER_FAILURE_F0904,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Visual_Patrol,18.802484,80.279324,21-03-2026,08-09-2026,08-09-2026,09-09-2026,5.18,5.32,20,15.7,05-06-2026,365,6,2289.7,240.8,47.6,11.4,Rainy,Faulty,47,10,HIGH,True,True,94.7,Immediate,Weekly,319,Yes,0.764,216.6,80.9,A,5.18,100.0,0.687
TDMS00905,XN-SVVQS,XN,SVVQS,80.67,Southern Railway,Salem,CORR_003,TRD_LINE_BREAKAGE_F0905,OHE_CONTACT_LINE,Line Breakage,High,Manual_Inspection,12.701268,77.000793,24-05-2026,05-09-2026,05-09-2026,07-09-2026,4.47,4.52,40,29.7,14-04-2026,90,3,1960.6,241.5,45.7,21.7,Snowy,Overheated,56,12,HIGH,False,False,36.5,This_Week,Weekly,271,No,0.539,323.6,73.2,B,4.47,72.2,0.689
TDMS00906,SEF-SNONH,SEF,SNONH,61.42,Southern Railway,Palakkad,CORR_009,TRD_LINE_BREAKAGE_F0906,OHE_CONTACT_LINE,Line Breakage,Critical,Manual_Inspection,10.754356,75.697785,26-05-2026,11-09-2026,12-09-2026,13-09-2026,6.13,5.48,20,24.5,22-06-2026,90,6,1872.8,187.3,51.0,28.5,Snowy,Faulty,35,27,MEDIUM,False,False,47.0,Immediate,Weekly,329,No,0.839,191.5,82.1,A,6.13,95.2,0.765
