Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Latitude,Longitude,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Section_Traffic_Density,Passenger_vs_Goods_Ratio,Available_Block_Window_Hours,Corridor_Criticality,Upcoming_Special_Traffic,Overlapping_SNT_Request,Overlapping_TD_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Hours,Joint_Block_Recommendation,Priority_Score,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
DEF01287,LKO-BE,LKO,BE,131.95,South Central Railway,Nanded,19.934048,77.448555,Point & Crossing,Worn Point Blade,Low,Manual Patrol,12-07-2026,07-09-2026,07-09-2026,12-09-2026,3.6,4.8,0,11.8,30-08-2026,90,4,21,0.56,7.58,Trunk,False,True,False,0.55,Programmed,Monthly,4.8,No,16.8,3.6,10.5,0.71
DEF01288,FKA-KUKA,FKA,KUKA,14.33,Western Railway,Ratlam,23.009273,75.461673,Rail,Rail Fracture,High,Manual Patrol,16-12-2025,04-09-2026,04-09-2026,06-09-2026,7.1,8.6,246,16.4,21-12-2025,365,1,2,0.6,18.3,Branch,False,True,False,0.97,Immediate,Weekly,8.6,Yes,52.9,7.1,51.2,0.93
DEF01289,MDU-DG,MDU,DG,37.78,Southern Railway,Chennai,12.596442,86.511189,Point & Crossing,Worn Point Blade,Low,Manual Patrol,13-08-2025,14-09-2026,14-09-2026,19-09-2026,4.7,5.8,266,24.5,30-04-2026,90,1,18,0.59,8.17,Trunk,False,False,False,0.09,Immediate,Weekly,5.8,No,45.0,4.7,47.7,0.88
DEF01290,DHG-VG,DHG,VG,15.33,Central Railway,Pune,20.123382,74.150996,Point & Crossing,Worn Point Blade,Low,Manual Patrol,10-12-2025,10-09-2026,10-09-2026,15-09-2026,2.3,3.4,218,35.8,02-08-2026,60,2,8,0.85,7.37,Trunk,False,False,False,0.26,Immediate,Weekly,3.4,No,44.7,2.3,49.1,0.86
DEF01291,PASA-NYY,PASA,NYY,10.4,South Central Railway,Secunderabad,16.70401,77.442083,Rail,Rail Wear,Medium,Manual Patrol,02-04-2026,05-09-2026,05-09-2026,08-09-2026,7.3,8.6,137,13.3,30-06-2026,90,1,5,0.75,17.5,Trunk,False,True,False,0.78,Immediate,Weekly,8.6,Yes,53.3,7.3,52.2,0.7
DEF01292,BBS-CTC,BBS,CTC,19.83,South Central Railway,Guntur,16.711689,80.016577,Bridge,Girder Corrosion,High,TRC Survey,06-09-2025,02-09-2026,03-09-2026,05-09-2026,14.0,7.67,348,31.0,01-07-2026,90,2,77,0.87,1.67,Trunk,False,False,False,0.22,Immediate,Weekly,7.67,No,69.4,14.0,66.9,0.86
DEF01293,UKC-BOKE,UKC,BOKE,7.75,Eastern Railway,Malda,26.048543,87.117618,Bridge,Girder Corrosion,Critical,TRC Survey,07-09-2025,10-09-2026,10-09-2026,11-09-2026,16.5,17.5,355,43.0,27-02-2026,180,5,2,0.85,13.78,Branch,False,False,False,0.18,Immediate,Weekly,17.5,No,75.6,16.5,72.9,0.85
DEF01294,MANI-GAHT,MANI,GAHT,4.43,Southern Railway,Salem,13.276983,77.188649,Ballast,Insufficient Ballast Cushion,Medium,UFD,31-10-2025,09-09-2026,09-09-2026,12-09-2026,9.3,10.0,288,34.1,15-05-2026,180,2,4,0.59,9.47,Trunk,True,True,False,0.9,Immediate,Weekly,10.0,Yes,56.7,9.3,53.0,0.93
DEF01295,TK-KIAT,TK,KIAT,0.76,Central Railway,Solapur,18.691879,75.172894,Sleeper,Cracked/Broken Sleeper,Critical,TRC Survey,26-08-2025,14-09-2026,14-09-2026,15-09-2026,7.0,7.8,368,33.5,10-01-2026,180,5,10,0.7,8.0,Trunk,False,False,False,0.12,Immediate,Weekly,7.8,No,80.3,7.0,76.1,0.82
DEF01296,ANVT-GZB,ANVT,GZB,5.93,Northern Railway,Lucknow,25.042496,78.611123,Sleeper,Sleeper Displacement,High,Manual Patrol,02-05-2026,14-09-2026,14-09-2026,16-09-2026,3.8,5.1,112,39.1,18-08-2026,60,3,20,0.85,7.75,Trunk,False,False,True,0.55,Immediate,Weekly,5.1,No,73.2,3.8,72.0,0.92
DEF01297,CNB-ALD,CNB,ALD,65.05,South Central Railway,Guntakal,14.667586,76.427723,Ballast,Insufficient Ballast Cushion,Medium,Manual Patrol,22-10-2025,05-09-2026,05-09-2026,08-09-2026,8.1,9.4,291,9.3,30-06-2026,30,1,42,0.82,5.83,Trunk,True,False,True,0.75,Immediate,Weekly,9.4,Yes,46.7,8.1,46.7,0.84
DEF01298,PTRU-BRKA,PTRU,BRKA,10.76,South Central Railway,Guntur,15.866313,80.143498,Rail,Corrugation,Medium,Manual Patrol,01-08-2025,13-09-2026,13-09-2026,16-09-2026,5.3,6.1,366,25.3,20-04-2026,90,3,7,0.84,10.67,Trunk,False,False,False,0.13,Immediate,Weekly,6.1,No,56.4,5.3,55.2,0.71
DEF01299,DHPD-LCAE,DHPD,LCAE,2.2,South Central Railway,Nanded,19.711541,76.480265,Point & Crossing,Crossing Wear,Low,Manual Patrol,24-07-2026,05-09-2026,05-09-2026,10-09-2026,2.2,3.1,0,8.2,23-08-2026,90,0,6,0.67,10.02,Trunk,False,True,False,0.63,Programmed,Monthly,3.1,Yes,10.9,2.2,13.1,0.89
DEF01300,NBA-KKRL,NBA,KKRL,0.04,Southern Railway,Chennai,10.307601,86.18261,Level Crossing,Loose/Cracked Fish Plate,Medium,TRC Survey,03-05-2026,13-09-2026,13-09-2026,16-09-2026,1.9,3.1,99,16.1,27-04-2026,90,1,3,0.74,14.42,Branch,False,False,False,0.37,Immediate,Weekly,3.1,No,43.8,1.9,47.7,0.71
DEF01301,KZJ-SC,KZJ,SC,29.83,South Central Railway,Vijayawada,19.48387,82.070768,Sleeper,Cracked/Broken Sleeper,Low,Manual Patrol,24-02-2026,03-09-2026,03-09-2026,08-09-2026,3.2,4.3,79,17.7,05-08-2026,30,0,27,0.83,3.88,Trunk,True,False,False,0.23,Immediate,Weekly,4.3,No,42.9,3.2,46.8,0.78
DEF01302,LTR-BLRD,LTR,BLRD,6.51,South Central Railway,Guntakal,14.649501,75.563011,Level Crossing,Missing/Loose Fastener,Medium,Manual Patrol,05-05-2026,05-09-2026,05-09-2026,08-09-2026,2.3,3.2,95,42.0,05-08-2026,30,4,2,0.67,22.58,Branch,False,False,False,0.27,Immediate,Weekly,3.2,No,53.2,2.3,56.4,0.71
DEF01303,KUD-UGR,KUD,UGR,4.83,Central Railway,Bhusawal,20.348653,75.137145,Rail,Weld Defect,Critical,Manual Patrol,08-03-2026,10-09-2026,10-09-2026,11-09-2026,8.1,9.3,174,12.7,15-05-2026,90,3,7,0.78,9.17,Trunk,False,False,True,0.65,Immediate,Weekly,9.3,Yes,74.5,8.1,75.4,0.99
DEF01304,AIP-NPKM,AIP,NPKM,0.41,South Central Railway,Nanded,19.896169,76.74687,Sleeper,Cracked/Broken Sleeper,Low,Manual Patrol,18-11-2025,06-09-2026,06-09-2026,11-09-2026,3.6,4.3,228,31.9,29-08-2026,60,1,39,0.56,4.13,Trunk,True,False,False,0.23,Immediate,Weekly,4.3,No,51.9,3.6,53.3,0.76
DEF01305,SULH-TWB,SULH,TWB,1.2,South Central Railway,Vijayawada,16.606408,80.946243,Ballast,Insufficient Ballast Cushion,Medium,TRC Survey,22-01-2026,11-09-2026,11-09-2026,14-09-2026,8.8,10.3,184,31.5,09-04-2026,180,8,4,0.84,10.7,Trunk,True,False,True,0.8,Immediate,Weekly,10.3,Yes,57.4,8.8,55.6,0.87
DEF01306,CWI-BMF,CWI,BMF,0.44,Southern Railway,Tiruchirapalli,10.464475,81.454383,Sleeper,Sleeper Displacement,Low,Manual Patrol,21-07-2026,08-09-2026,08-09-2026,13-09-2026,2.7,3.8,0,19.6,07-07-2026,90,4,3,0.87,8.75,Branch,True,False,False,0.12,Programmed,Monthly,3.8,No,19.3,2.7,19.3,0.86
DEF01307,MRTL-GILA,MRTL,GILA,5.91,South Central Railway,Vijayawada,15.268387,84.737987,Bridge,Deck Slab Crack,High,TRC Survey,28-03-2026,03-09-2026,03-09-2026,05-09-2026,14.2,15.5,146,13.7,31-08-2025,365,1,3,0.57,14.37,Branch,False,False,False,0.37,Immediate,Weekly,15.5,No,59.7,14.2,64.7,0.77
DEF01308,TTR-BNK,TTR,BNK,0.82,South Eastern Railway,Chakradharpur,19.888925,85.634398,Bridge,Girder Corrosion,High,UFD,09-05-2026,09-09-2026,09-09-2026,11-09-2026,14.8,15.7,108,12.5,13-08-2026,30,2,4,0.69,13.32,Trunk,False,True,True,0.69,Immediate,Weekly,15.7,Yes,62.6,14.8,67.2,0.72
DEF01309,SBB-GZB,SBB,GZB,5.96,Western Railway,Ratlam,24.62156,77.217677,Level Crossing,Missing/Loose Fastener,Medium,Manual Patrol,02-08-2026,14-09-2026,14-09-2026,17-09-2026,1.6,2.7,12,27.3,25-01-2026,180,0,59,0.88,2.67,Trunk,True,True,True,0.94,This Week,Weekly,2.7,Yes,31.8,1.6,36.0,0.71
DEF01310,KLAD-KGQ,KLAD,KGQ,2.99,Central Railway,Nagpur,22.357814,79.924366,Point & Crossing,Crossing Wear,High,TRC Survey,03-04-2026,12-09-2026,12-09-2026,14-09-2026,6.4,7.1,143,32.5,01-04-2026,180,1,3,0.55,13.5,Branch,True,False,True,0.52,Immediate,Weekly,7.1,No,62.4,6.4,59.6,0.91
DEF01311,MRDW-BTJL,MRDW,BTJL,2.59,Western Railway,Ahmedabad,23.641207,72.471042,Level Crossing,Loose/Cracked Fish Plate,Critical,TRC Survey,05-07-2026,03-09-2026,03-09-2026,04-09-2026,4.0,5.4,57,2.6,06-01-2026,180,0,4,0.85,12.17,Trunk,False,False,False,0.15,Immediate,Weekly,5.4,No,71.0,4.0,67.6,0.9
DEF01312,ROB-BEF,ROB,BEF,1.5,South Central Railway,Vijayawada,17.082527,82.773528,Ballast,Insufficient Ballast Cushion,High,Manual Patrol,08-06-2026,04-09-2026,04-09-2026,06-09-2026,9.3,10.5,79,1.4,10-07-2026,60,0,6,0.88,10.4,Trunk,True,False,False,0.15,Immediate,Weekly,10.5,No,55.6,9.3,55.8,0.83
DEF01313,ANNR-TMVL,ANNR,TMVL,0.41,South Central Railway,Guntakal,15.62133,78.717784,Bridge,Girder Corrosion,Medium,UFD,23-03-2026,06-09-2026,07-09-2026,10-09-2026,13.3,10.57,145,44.7,16-04-2026,180,8,100,0.87,4.57,Trunk,True,False,False,0.01,Immediate,Weekly,10.57,No,65.9,13.3,67.1,0.82
DEF01314,AFK-KUC,AFK,KUC,2.51,Southern Railway,Chennai,10.75674,82.691502,Sleeper,Cracked/Broken Sleeper,Medium,TRC Survey,10-08-2026,11-09-2026,11-09-2026,14-09-2026,4.6,5.1,0,32.0,26-05-2026,90,4,6,0.67,7.7,Trunk,False,False,False,0.34,This Month,Monthly,5.1,No,27.7,4.6,24.4,0.94
DEF01315,BLS-BLDA,BLS,BLDA,48.56,South Central Railway,Guntakal,15.432874,75.276081,Ballast,Ballast Degradation,Low,Manual Patrol,05-02-2026,05-09-2026,05-09-2026,10-09-2026,5.6,6.3,96,32.1,30-06-2026,60,4,3,0.72,14.62,Branch,False,False,False,0.36,Immediate,Weekly,6.3,No,44.5,5.6,50.5,0.92
DEF01316,KOX-SURI,KOX,SURI,1.01,Western Railway,Vadodara,20.696251,73.912734,Rail,Weld Defect,High,Manual Patrol,29-12-2025,02-09-2026,02-09-2026,04-09-2026,7.4,8.7,240,18.9,05-07-2026,30,1,6,0.74,9.63,Trunk,False,False,False,0.1,Immediate,Weekly,8.7,No,58.7,7.4,65.8,0.86
DEF01317,TPKR-HWH,TPKR,HWH,0.37,Southern Railway,Palakkad,12.829387,76.305973,Point & Crossing,Worn Point Blade,Critical,TRC Survey,10-12-2025,10-09-2026,10-09-2026,11-09-2026,7.5,8.2,261,8.4,30-06-2026,180,0,47,0.62,4.55,Trunk,False,True,False,0.53,Immediate,Weekly,8.2,No,78.7,7.5,72.7,0.77
DEF01318,UM-PNU,UM,PNU,5.41,South Central Railway,Guntakal,14.572693,76.106701,Sleeper,Cracked/Broken Sleeper,Medium,Manual Patrol,28-09-2025,12-09-2026,12-09-2026,15-09-2026,3.6,4.6,314,20.3,12-06-2026,60,3,3,0.66,9.52,Branch,False,False,False,0.31,Immediate,Weekly,4.6,No,46.4,3.6,48.1,0.99
DEF01319,LNL-PNVL,LNL,PNVL,18.04,South Central Railway,Guntakal,14.3448,74.964682,Sleeper,Sleeper Displacement,Medium,TRC Survey,29-05-2026,03-09-2026,03-09-2026,06-09-2026,4.3,5.5,60,5.1,24-05-2026,60,0,4,0.89,12.53,Trunk,True,False,False,0.02,Immediate,Weekly,5.5,No,45.0,4.3,51.4,0.91
DEF01320,PHR-LDH,PHR,LDH,10.43,South Eastern Railway,Ranchi,25.409659,83.396732,Point & Crossing,Worn Point Blade,Critical,Manual Patrol,05-08-2025,06-09-2026,06-09-2026,07-09-2026,6.8,7.8,391,40.6,02-10-2025,365,2,18,0.75,4.8,Trunk,False,False,False,0.06,Immediate,Weekly,7.8,No,81.0,6.8,83.0,0.71
DEF01321,PAV-VMD,PAV,VMD,0.15,Western Railway,Ratlam,23.15878,77.524647,Point & Crossing,Worn Point Blade,Low,UFD,12-08-2025,13-09-2026,13-09-2026,18-09-2026,2.1,2.9,316,22.7,19-06-2026,90,3,11,0.56,5.75,Trunk,False,False,False,0.05,Immediate,Weekly,2.9,No,39.4,2.1,43.2,0.8
DEF01322,BMKI-MFP,BMKI,MFP,10.57,South Eastern Railway,Chakradharpur,20.750503,82.719763,Point & Crossing,Crossing Wear,High,Manual Patrol,24-10-2025,07-09-2026,07-09-2026,09-09-2026,6.3,7.1,303,11.8,04-08-2026,30,1,3,0.73,20.68,Branch,False,False,True,0.51,Immediate,Weekly,7.1,No,66.7,6.3,65.7,0.94
DEF01323,LHD-BSQ,LHD,BSQ,1.81,South Central Railway,Guntakal,15.51693,75.965944,Rail,Weld Defect,Low,TRC Survey,31-08-2025,07-09-2026,07-09-2026,12-09-2026,3.5,4.6,292,4.8,18-05-2026,60,2,3,0.85,8.88,Branch,False,True,False,0.68,Immediate,Weekly,4.6,Yes,38.5,3.5,40.9,0.85
DEF01324,BUG-SBZ,BUG,SBZ,20.13,Northern Railway,Lucknow,25.275368,79.15232,Level Crossing,Missing/Loose Fastener,Critical,Manual Patrol,24-02-2026,04-09-2026,04-09-2026,05-09-2026,4.5,5.0,184,24.1,07-06-2026,30,4,6,0.6,5.97,Trunk,False,False,True,0.54,Immediate,Weekly,5.0,No,82.8,4.5,74.0,0.91
DEF01325,SONA-HAM,SONA,HAM,2.79,South Central Railway,Guntur,14.703768,81.882649,Rail,Corrugation,High,TRC Survey,07-12-2025,10-09-2026,10-09-2026,12-09-2026,9.0,10.1,254,27.3,05-06-2026,90,1,6,0.7,7.02,Trunk,False,True,False,0.78,Immediate,Weekly,10.1,Yes,62.5,9.0,69.3,0.89
DEF01326,AME-ANTU,AME,ANTU,8.37,South Central Railway,Guntakal,16.126917,76.237906,Ballast,Insufficient Ballast Cushion,Medium,UFD,22-02-2026,14-09-2026,14-09-2026,17-09-2026,5.6,7.0,169,31.4,13-07-2026,30,5,4,0.83,10.33,Trunk,True,False,False,0.16,Immediate,Weekly,7.0,No,58.2,5.6,59.6,0.78
DEF01327,DHN-BRR,DHN,BRR,1.56,Central Railway,Nagpur,22.332574,79.004761,Rail,Rail Fracture,High,Manual Patrol,10-06-2026,14-09-2026,14-09-2026,16-09-2026,8.6,9.8,69,1.5,02-08-2026,30,0,3,0.85,17.0,Branch,False,False,True,0.92,Immediate,Weekly,9.8,Yes,56.5,8.6,52.6,0.89
DEF01328,KDE-NMJ,KDE,NMJ,0.32,Southern Railway,Tiruchirapalli,10.775567,78.613508,Rail,Corrugation,High,UFD,19-04-2026,09-09-2026,09-09-2026,11-09-2026,6.7,7.3,124,35.4,04-08-2026,60,0,5,0.58,13.0,Trunk,False,False,False,0.16,Immediate,Weekly,7.3,No,62.6,6.7,64.2,0.96
DEF01329,MDLE-PETA,MDLE,PETA,6.22,Southern Railway,Salem,13.013668,77.368914,Ballast,Insufficient Ballast Cushion,Low,Manual Patrol,22-05-2026,10-09-2026,10-09-2026,15-09-2026,4.9,5.5,9,19.5,24-06-2026,60,2,3,0.82,9.3,Branch,False,True,False,0.82,Programmed,Monthly,5.5,Yes,16.5,4.9,13.1,0.89
DEF01330,DOKM-DHN,DOKM,DHN,1.73,Southern Railway,Chennai,13.837794,82.951004,Level Crossing,Loose/Cracked Fish Plate,Medium,Manual Patrol,11-04-2026,05-09-2026,05-09-2026,08-09-2026,2.9,4.1,108,25.5,10-02-2026,180,1,10,0.85,6.12,Trunk,True,False,True,0.78,Immediate,Weekly,4.1,Yes,51.4,2.9,53.2,0.9
DEF01331,PER-WST,PER,WST,1.16,South Eastern Railway,Ranchi,24.833337,83.24583,Sleeper,Cracked/Broken Sleeper,Low,Manual Patrol,13-07-2026,09-09-2026,09-09-2026,14-09-2026,2.0,2.8,0,12.5,02-05-2026,180,4,4,0.85,22.68,Trunk,False,True,False,0.84,Programmed,Monthly,2.8,Yes,20.2,2.0,16.0,0.77
DEF01332,BMK-MBY,BMK,MBY,0.96,Eastern Railway,Malda,27.484171,84.946253,Level Crossing,Missing/Loose Fastener,High,UFD,10-05-2026,10-09-2026,10-09-2026,12-09-2026,3.2,4.2,104,42.4,11-07-2026,90,4,3,0.89,12.62,Branch,False,False,False,0.26,Immediate,Weekly,4.2,No,66.8,3.2,63.3,0.71
DEF01333,OGL-SKM,OGL,SKM,19.06,South Eastern Railway,Chakradharpur,19.148749,84.682415,Level Crossing,Loose/Cracked Fish Plate,Low,UFD,21-05-2026,08-09-2026,08-09-2026,13-09-2026,4.1,5.2,32,10.5,23-04-2026,90,2,11,0.79,8.6,Trunk,False,False,False,0.07,Immediate,Weekly,5.2,No,32.6,4.1,33.2,0.88
DEF01334,MSD-SNRD,MSD,SNRD,0.49,Southern Railway,Chennai,11.193213,82.715122,Rail,Rail Wear,High,UFD,18-04-2026,13-09-2026,13-09-2026,15-09-2026,7.3,8.4,121,8.6,29-07-2026,90,0,172,0.83,5.63,Trunk,False,False,False,0.1,Immediate,Weekly,8.4,No,68.5,7.3,66.3,0.99
DEF01335,GWD-PJPR,GWD,PJPR,4.03,South Central Railway,Secunderabad,17.858847,78.662541,Point & Crossing,Crossing Wear,Medium,Manual Patrol,04-05-2026,14-09-2026,14-09-2026,17-09-2026,4.2,5.0,96,2.6,27-03-2026,365,1,2,0.62,19.92,Branch,True,False,False,0.18,Immediate,Weekly,5.0,No,39.9,4.2,49.2,0.78
DEF01336,PUS-AMLO,PUS,AMLO,1.67,South Central Railway,Vijayawada,15.136077,83.972229,Sleeper,Cracked/Broken Sleeper,Low,TRC Survey,19-07-2026,06-09-2026,06-09-2026,11-09-2026,2.9,3.6,0,38.1,10-05-2026,60,4,3,0.87,10.12,Branch,True,False,False,0.05,Programmed,Monthly,3.6,No,17.9,2.9,10.9,0.76
DEF01337,DBRT-NTSK,DBRT,NTSK,39.74,South Central Railway,Vijayawada,19.570487,82.438378,Sleeper,Cracked/Broken Sleeper,Medium,TRC Survey,04-01-2026,03-09-2026,03-09-2026,06-09-2026,4.4,5.3,205,24.4,14-04-2026,365,3,2,0.77,22.83,Branch,False,True,False,0.68,Immediate,Weekly,5.3,Yes,45.8,4.4,51.2,0.95
DEF01338,MAY-WRGN,MAY,WRGN,2.53,South Eastern Railway,Kharagpur,17.605242,85.662509,Bridge,Girder Corrosion,Low,UFD,20-08-2026,05-09-2026,05-09-2026,10-09-2026,9.5,10.9,0,15.4,05-05-2026,90,1,2,0.64,12.65,Branch,False,False,False,0.32,Programmed,Monthly,10.9,No,14.8,9.5,10.9,0.9
DEF01339,KNW-PPI,KNW,PPI,44.73,South Central Railway,Guntur,15.888081,79.327934,Level Crossing,Loose/Cracked Fish Plate,Low,Manual Patrol,17-06-2026,04-09-2026,04-09-2026,09-09-2026,1.9,3.2,0,35.9,20-08-2026,180,6,2,0.8,23.5,Branch,True,True,False,0.92,Programmed,Monthly,3.2,Yes,23.3,1.9,20.0,0.75
DEF01340,SLO-RJY,SLO,RJY,30.41,Southern Railway,Chennai,12.515599,84.540784,Point & Crossing,Crossing Wear,High,Manual Patrol,10-06-2026,06-09-2026,06-09-2026,08-09-2026,7.2,7.8,74,33.1,20-08-2026,90,2,57,0.62,1.85,Trunk,False,False,False,0.27,Immediate,Weekly,7.8,No,75.0,7.2,69.6,0.85
DEF01341,SNK-DDE,SNK,DDE,18.6,Central Railway,Solapur,16.671443,76.189731,Ballast,Insufficient Ballast Cushion,Low,Manual Patrol,29-09-2025,14-09-2026,14-09-2026,19-09-2026,7.3,8.1,227,11.3,15-06-2026,60,5,3,0.77,11.63,Branch,False,False,False,0.36,Immediate,Weekly,8.1,No,29.2,7.3,37.5,0.72
DEF01342,HLR-NH,HLR,NH,2.14,Southern Railway,Chennai,13.298937,81.611386,Level Crossing,Loose/Cracked Fish Plate,Medium,TRC Survey,15-12-2025,08-09-2026,08-09-2026,11-09-2026,2.3,3.1,239,11.5,16-07-2026,30,2,74,0.73,2.98,Trunk,True,False,False,0.32,Immediate,Weekly,3.1,No,60.9,2.3,62.6,0.91
DEF01343,JKM-YDP,JKM,YDP,8.51,Eastern Railway,Malda,25.820839,86.382186,Bridge,Bearing Wear,High,TRC Survey,17-11-2025,03-09-2026,03-09-2026,05-09-2026,12.3,13.5,277,41.8,07-07-2026,30,6,3,0.87,11.33,Branch,True,False,True,0.78,Immediate,Weekly,13.5,Yes,68.0,12.3,62.7,0.92
DEF01344,SDF-BS,SDF,BS,7.57,Central Railway,Nagpur,23.406696,78.065477,Point & Crossing,Crossing Wear,High,TRC Survey,04-04-2026,07-09-2026,07-09-2026,09-09-2026,5.0,5.9,142,25.0,29-06-2026,180,1,4,0.66,11.15,Trunk,False,True,False,0.7,Immediate,Weekly,5.9,Yes,62.8,5.0,61.5,0.78
DEF01345,CAMU-HIR,CAMU,HIR,5.46,South Eastern Railway,Chakradharpur,18.862788,84.609598,Ballast,Ballast Degradation,Low,Manual Patrol,10-06-2026,09-09-2026,09-09-2026,14-09-2026,6.9,8.1,26,24.1,06-08-2026,30,2,4,0.63,9.25,Trunk,True,True,False,0.72,This Week,Weekly,8.1,Yes,30.0,6.9,29.1,0.81
DEF01346,JTI-CLF,JTI,CLF,6.98,Central Railway,Nagpur,22.971105,81.361114,Bridge,Deck Slab Crack,Critical,Manual Patrol,21-05-2026,13-09-2026,14-09-2026,15-09-2026,17.1,13.87,100,40.8,05-08-2026,30,6,5,0.64,7.87,Trunk,False,True,False,0.65,Immediate,Weekly,13.87,Yes,92.3,17.1,89.4,0.77
DEF01347,SBB-ANVR,SBB,ANVR,2.45,Southern Railway,Chennai,11.792988,79.855552,Sleeper,Sleeper Displacement,Medium,TRC Survey,29-11-2025,08-09-2026,08-09-2026,11-09-2026,2.6,3.5,250,34.9,05-03-2026,180,6,3,0.83,13.58,Branch,False,False,False,0.3,Immediate,Weekly,3.5,No,55.5,2.6,63.7,0.89
DEF01348,BXHT-TFGN,BXHT,TFGN,5.2,South Eastern Railway,Ranchi,25.083423,84.593232,Rail,Rail Fracture,Medium,TRC Survey,30-11-2025,03-09-2026,03-09-2026,06-09-2026,5.8,6.4,246,42.1,19-08-2026,60,4,3,0.55,16.43,Branch,False,False,False,0.33,Immediate,Weekly,6.4,No,48.1,5.8,48.2,0.78
DEF01349,TNA-MLND,TNA,MLND,0.12,Southern Railway,Palakkad,11.326833,75.745443,Rail,Corrugation,High,UFD,05-03-2026,13-09-2026,13-09-2026,15-09-2026,7.1,8.6,171,26.9,17-05-2026,180,2,193,0.86,3.3,Trunk,False,False,False,0.23,Immediate,Weekly,8.6,No,71.0,7.1,72.1,0.89
DEF01350,STA-ALD,STA,ALD,163.61,South Central Railway,Vijayawada,15.531415,84.621435,Ballast,Insufficient Ballast Cushion,Low,UFD,11-05-2026,02-09-2026,02-09-2026,07-09-2026,6.3,7.5,36,36.7,29-07-2026,60,4,17,0.64,5.17,Trunk,False,False,False,0.21,Immediate,Weekly,7.5,No,38.9,6.3,38.2,0.74
DEF01351,GLY-RJAP,GLY,RJAP,3.87,South Central Railway,Secunderabad,18.937572,78.904623,Level Crossing,Missing/Loose Fastener,Low,Manual Patrol,22-11-2025,14-09-2026,14-09-2026,19-09-2026,3.2,4.1,200,28.7,14-08-2026,90,4,3,0.85,16.58,Branch,False,False,False,0.17,Immediate,Weekly,4.1,No,43.6,3.2,42.7,0.91
DEF01352,UHR-LGCE,UHR,LGCE,1.37,South Central Railway,Vijayawada,14.945078,87.237889,Ballast,Insufficient Ballast Cushion,Critical,Manual Patrol,30-06-2026,10-09-2026,10-09-2026,11-09-2026,12.1,13.5,60,33.4,02-08-2026,180,4,3,0.61,11.32,Branch,False,False,False,0.03,Immediate,Weekly,13.5,No,79.5,12.1,80.4,0.98
DEF01353,MRL-UDN,MRL,UDN,0.58,Northern Railway,Lucknow,26.512881,82.386881,Rail,Rail Wear,Medium,TRC Survey,28-12-2025,12-09-2026,12-09-2026,15-09-2026,2.6,3.4,211,39.3,12-08-2026,90,4,2,0.72,24.0,Branch,False,True,False,0.84,Immediate,Weekly,3.4,Yes,58.2,2.6,63.2,0.83
DEF01354,KRSW-GHS,KRSW,GHS,2.64,South Eastern Railway,Chakradharpur,20.076203,85.255779,Ballast,Insufficient Ballast Cushion,Medium,UFD,15-10-2025,12-09-2026,12-09-2026,15-09-2026,7.2,8.3,298,18.2,23-08-2026,30,5,5,0.73,11.93,Trunk,True,False,False,0.19,Immediate,Weekly,8.3,No,56.4,7.2,61.7,0.89
DEF01355,BCGM-BOI,BCGM,BOI,1.56,Central Railway,Solapur,17.137444,76.066938,Level Crossing,Loose/Cracked Fish Plate,Medium,Manual Patrol,10-09-2025,11-09-2026,11-09-2026,14-09-2026,2.7,3.9,333,16.7,07-09-2025,365,1,31,0.62,4.58,Trunk,False,False,False,0.4,Immediate,Weekly,3.9,No,54.4,2.7,54.1,0.94
DEF01356,PRWA-HDGR,PRWA,HDGR,2.78,South Central Railway,Secunderabad,16.434972,77.70346,Level Crossing,Missing/Loose Fastener,Medium,UFD,02-10-2025,11-09-2026,11-09-2026,14-09-2026,1.7,3.0,295,11.6,26-05-2026,60,0,2,0.88,12.17,Branch,False,False,True,0.59,Immediate,Weekly,3.0,No,40.0,1.7,42.4,0.7
DEF01357,KRKR-PKC,KRKR,PKC,5.18,Southern Railway,Chennai,13.429745,81.82743,Bridge,Bearing Wear,Critical,Manual Patrol,16-08-2026,11-09-2026,11-09-2026,12-09-2026,16.5,17.4,13,5.2,18-08-2026,365,0,2,0.67,20.47,Branch,False,True,False,0.51,Immediate,Weekly,17.4,No,42.0,16.5,32.8,0.78
DEF01358,SGRL-KMZ,SGRL,KMZ,166.32,Central Railway,Nagpur,22.520848,78.424955,Point & Crossing,Crossing Wear,High,TRC Survey,16-01-2026,08-09-2026,08-09-2026,10-09-2026,3.7,4.7,218,6.5,28-08-2026,90,0,2,0.57,24.0,Branch,False,False,False,0.09,Immediate,Weekly,4.7,No,55.2,3.7,56.0,0.78
